,number,classification,timestamp,latitude,longitude,report,key_words
1085,3455,Class A,1980-09-15 12:00:00+00:00,39.29056,-119.6564, Two security guards see a creature outside of Gold Hill,Two security guards see creature outside Gold Hill
1086,5697,Class A,1972-08-15 12:00:00+00:00,39.679,-119.6665, Three boys encounter sasquatch in eroded terrain,Three boys encounter sasquatch eroded terrain
1087,5909,Class A,1984-09-15 12:00:00+00:00,39.00056,-119.8458, Two Hikers Have Close Encounter Near Genoa,Two Hikers Have Close Encounter Near Genoa
1088,22386,Class A,2004-10-15 12:00:00+00:00,37.8583,-118.325, Daylight sighting by Reno police officer and two friends on Boundary Peak Mtn.,Daylight sighting Reno police officer two friends Boundary Peak Mtn.
1089,7368,Class A,2006-10-07 12:00:00+00:00,42.6153,-77.4028, Morning sighting by deer hunter near Naples,Morning sighting deer hunter near Naples
1090,8953,Class A,2003-03-01 12:00:00+00:00,42.36176,-75.0116, Multiple observations over three year span,Multiple observations three year span
1091,10136,Class A,2001-10-22 12:00:00+00:00,42.1174,-75.64853, Close roadside observation of female upright animal along country road,Close roadside observation female upright animal along country road
1092,10289,Class A,1996-08-15 12:00:00+00:00,44.26646,-74.14589, Two people in canoe see creature on shoreline,Two people canoe see creature shoreline
1093,11688,Class A,2003-01-15 12:00:00+00:00,43.34806,-78.23962, Husband and wife see animal near garbage dump,Husband wife see animal near garbage dump
1094,11726,Class A,1998-02-01 12:00:00+00:00,42.09785,-77.93121, Witness has two encounters with an animal near Genesee River,Witness two encounters animal near Genesee River
1095,11841,Class A,1980-08-21 12:00:00+00:00,41.5036,-73.7171, Two young boys see crouching animal,Two young boys see crouching animal
1096,12388,Class A,2004-05-31 12:00:00+00:00,42.32921,-75.3811, Women sees tall animal pass by her bedroom window in morning daylight (8,Women sees tall animal pass bedroom window morning daylight (8
1097,12709,Class A,2002-09-21 12:00:00+00:00,43.19501,-78.54224, Daylight sighting by hiker outside Middleport,Daylight sighting hiker outside Middleport
1098,13288,Class A,2004-10-15 12:00:00+00:00,42.15947,-78.82683, Daylight sighting by turkey hunter near Napoli,Daylight sighting turkey hunter near Napoli
1099,13662,Class A,1980-04-21 12:00:00+00:00,42.28045,-77.60525, Daylight sighting near a railroad bed and the Canisteo River,Daylight sighting near railroad bed Canisteo River
1100,13874,Class A,1973-08-01 12:00:00+00:00,42.56379,-74.8865, Old sighting (1973) and recent vocalizations (2005/06) on the outskirts of Maryland (town),Old sighting (1973) recent vocalizations (2005/06) outskirts Maryland (town)
1101,18122,Class A,1997-04-15 12:00:00+00:00,43.22649,-78.3253, Morning sighting by motorist at railroad crossing near Median,Morning sighting motorist railroad crossing near Median
1102,26205,Class A,2010-02-15 12:00:00+00:00,41.94512,-73.87915, Young adult has daylight visual encounter of bipedal creature while driving near Rhinebeck,Young adult daylight visual encounter bipedal creature driving near Rhinebeck
1103,26566,Class A,2003-09-20 12:00:00+00:00,43.27314,-76.89331," Man observes tall, white hair-covered creature during a family gathering near Lake Ontario","Man observes tall, white hair-covered creature family gathering near Lake Ontario"
1104,43285,Class A,2013-11-09 12:00:00+00:00,41.87219,-73.55858, Bow hunter with binoculars observes a tall Bigfoot with a smaller one near Amenia,Bow hunter binoculars observes tall Bigfoot smaller one near Amenia
1105,45831,Class A,2014-07-11 12:00:00+00:00,43.46181,-74.23166, Bigfoot running with a deer in its arms is struck by a car late at night north of Wells,Bigfoot running deer arms struck car late night north Wells
1106,359,Class A,2000-08-01 12:00:00+00:00,40.98596,-81.11642, Daylight sighting by motorcyclist near Atwater,Daylight sighting motorcyclist near Atwater
1107,374,Class A,1977-02-01 12:00:00+00:00,39.88653,-81.27132, Two women driving to work are surprised to see a very large hair covered biped running along the side of their car.,Two women driving work surprised see large hair covered biped running along side car.
1108,378,Class A,2000-07-11 12:00:00+00:00,39.58157,-82.36887," Sighting by woman visiting an old rural cemetery, near Logan","Sighting woman visiting old rural cemetery, near Logan"
1109,841,Class A,1982-11-01 12:00:00+00:00,40.24354,-84.18491, Boy has several late night encounters near Sidney,Boy several late night encounters near Sidney
1110,878,Class A,1989-08-15 12:00:00+00:00,40.15002,-83.02854," Hikers spot white bigfoot at Higbanks Park outside Columbus, OH","Hikers spot white bigfoot Higbanks Park outside Columbus, OH"
1111,1117,Class A,2000-12-28 12:00:00+00:00,41.72134,-80.88494," Daytime sighting by two witnesses, near Geneva, at the end of Timberwoods Rd","Daytime sighting two witnesses, near Geneva, end Timberwoods Rd"
1112,1507,Class A,1981-11-01 12:00:00+00:00,40.36957,-80.77387," Witness hears loud noise outside bedroom window, observes bipedal animal running away","Witness hears loud noise outside bedroom window, observes bipedal animal running away"
1113,1625,Class A,1977-06-01 12:00:00+00:00,40.38609,-82.69884, Children have daytime close encounter near Sparta; UPDATED with Witness Sketch,Children daytime close encounter near Sparta; UPDATED Witness Sketch
1114,1750,Class A,1993-09-15 12:00:00+00:00,39.92104,-83.95184," Large furry head about 12"" by 18"" looked in the back door.","Large furry head 12"" 18"" looked back door."
1115,1751,Class A,1998-10-15 12:00:00+00:00,39.85461,-83.94906," Latenight encounter while camping, then morning vocalizations heard","Latenight encounter camping, morning vocalizations heard"
1116,1755,Class A,2000-10-15 12:00:00+00:00,39.86096,-83.96562," Driver sees a tall (about 7-8ft), fur covered biped along roadside","Driver sees tall (about 7-8ft), fur covered biped along roadside"
1117,1756,Class A,2000-11-24 12:00:00+00:00,39.89216,-83.96123," Deer Hunter sees large, bipedal, fur covered man-like critter run by in early morning encounter","Deer Hunter sees large, bipedal, fur covered man-like critter run early morning encounter"
1118,1851,Class A,2001-02-24 12:00:00+00:00,40.77789,-81.25768, Two men see see a hairy creature running into woods,Two men see see hairy creature running woods
1119,2450,Class A,1978-06-01 12:00:00+00:00,39.78594,-82.29162," While hiking with friends, eleven year old girl almost runs into 6' hairy creature","While hiking friends, eleven year old girl almost runs 6' hairy creature"
1120,2696,Class A,1982-06-15 12:00:00+00:00,40.70386,-80.58332," Nighttime sighting by three in car, on Sprucevale Rd. near Calcutta","Nighttime sighting three car, Sprucevale Rd. near Calcutta"
1121,2850,Class A,1995-02-15 12:00:00+00:00,40.74065,-81.35575," Two friends witness tall, hairy creature drinking from a pond","Two friends witness tall, hairy creature drinking pond"
1122,2902,Class A,1998-05-24 12:00:00+00:00,41.2625,-84.38103, Man in boat spotting deer witnesses a three to four foot tall biped walking on a log followed by a scream,Man boat spotting deer witnesses three four foot tall biped walking log followed scream
1123,3080,Class A,1997-05-01 12:00:00+00:00,40.27488,-81.51749," A family's encounters with a reddish brown beast outside of Newcomerstown, Ohio","A family's encounters reddish brown beast outside Newcomerstown, Ohio"
1124,3180,Class A,1978-07-04 12:00:00+00:00,39.40877,-81.73172," Early evening sighting by two children, near Layman","Early evening sighting two children, near Layman"
1125,3248,Class A,2001-10-26 12:00:00+00:00,41.39803,-81.33974, Bainbridge (Chagrin Falls) Ohio resident reports multiple sightings,Bainbridge (Chagrin Falls) Ohio resident reports multiple sightings
1126,3293,Class A,1978-01-01 12:00:00+00:00,40.4764,-82.80257," Three fox hunters witness a ""Freak of nature bear"" step over a fence and walk into a thicket.","Three fox hunters witness ""Freak nature bear"" step fence walk thicket."
1127,3301,Class A,1980-08-15 12:00:00+00:00,41.47349,-81.3726, Daytime sighting in a wooded area a few miles east of Interstate 271,Daytime sighting wooded area miles east Interstate 271
1128,3315,Class A,2002-05-26 12:00:00+00:00,38.73687,-83.39134," Nighttime sighting by mother and son in Lynx, near West Union","Nighttime sighting mother son Lynx, near West Union"
1129,3351,Class A,1987-03-15 12:00:00+00:00,40.73412,-84.06565, Late night sighting by teen at Lost Creek Golf Course,Late night sighting teen Lost Creek Golf Course
1130,3380,Class A,1991-09-15 12:00:00+00:00,40.82327,-82.32803, Two high school students are chased by large unknown creature,Two high school students chased large unknown creature
1131,3381,Class A,1997-07-03 12:00:00+00:00,40.59935,-82.23988," A group of canoers see a large, black creature along the river bank","A group canoers see large, black creature along river bank"
1132,3651,Class A,1962-06-06 12:00:00+00:00,41.30265,-81.30896," Sighting in the Audubon wildlife preserve, outside Aurora","Sighting Audubon wildlife preserve, outside Aurora"
1133,3686,Class A,1998-05-25 12:00:00+00:00,38.79833,-82.54968," Another nighttime incident near Hoadley, off Hoadley Road (Wayne Nat. For.)","Another nighttime incident near Hoadley, Hoadley Road (Wayne Nat. For.)"
1134,3767,Class A,1998-09-03 12:00:00+00:00,38.79381,-82.55177," Late night sighting in Wayne National Forest, off Hoadley Road","Late night sighting Wayne National Forest, Hoadley Road"
1135,3920,Class A,1980-10-31 12:00:00+00:00,39.39935,-82.52238, Hunters have several encounters near Ash Cave State Park,Hunters several encounters near Ash Cave State Park
1136,4073,Class A,1984-07-04 12:00:00+00:00,39.46019,-81.54855, White hair covered creature seen at the edge of a cornfield,White hair covered creature seen edge cornfield
1137,4176,Class A,1999-04-26 12:00:00+00:00,38.83859,-83.28128, Evening sighting by two young boys,Evening sighting two young boys
1138,4200,Class A,1991-07-01 12:00:00+00:00,41.81835,-80.93665, Late night sighting by motorists on Austin Road in Geneva,Late night sighting motorists Austin Road Geneva
1139,4202,Class A,1994-09-01 12:00:00+00:00,39.45789,-82.24257, Evening sighting by squirrel hunter in woods behind old brick Kilns,Evening sighting squirrel hunter woods behind old brick Kilns
1140,4306,Class A,1980-06-01 12:00:00+00:00,40.76533,-80.55217," Sighting at a home on Duke Vodrey Rd., above Beaver Creek.","Sighting home Duke Vodrey Rd., Beaver Creek."
1141,4307,Class A,1971-06-30 12:00:00+00:00,40.6807,-80.57164, Late night sighting by children at a home in Calcutta,Late night sighting children home Calcutta
1142,4409,Class A,2002-05-16 12:00:00+00:00,39.28537,-81.85331, A series of encounters on Haga Ridge near the Wayne National Forest,A series encounters Haga Ridge near Wayne National Forest
1143,4484,Class A,1978-07-01 12:00:00+00:00,40.67979,-81.51075," A series of sightings, screams, and smells near an abandoned strip mine","A series sightings, screams, smells near abandoned strip mine"
1144,4498,Class A,2002-06-01 12:00:00+00:00,39.74961,-84.09158, Late afternoon sighting by motorist on I-675 near Beavercreek,Late afternoon sighting motorist I-675 near Beavercreek
1145,4556,Class A,1977-01-01 12:00:00+00:00,41.34728,-84.54476, Midnight sighting by motorist on Coy Rd,Midnight sighting motorist Coy Rd
1146,4557,Class A,1997-06-01 12:00:00+00:00,39.89203,-83.00142, Saturday morning sighting by a motorist on William's Road,Saturday morning sighting motorist William's Road
1147,4558,Class A,1998-10-15 12:00:00+00:00,40.17699,-81.63656, Young squirrel hunter has evening sighting on family property near Birds Run,Young squirrel hunter evening sighting family property near Birds Run
1148,4659,Class A,2002-07-14 12:00:00+00:00,39.37509,-84.79429, Couple hears vocalization late at night - son finds prints near Okeana,Couple hears vocalization late night - son finds prints near Okeana
1149,4672,Class A,2001-06-06 12:00:00+00:00,39.37215,-84.80138, Midnight sighting by two witnesses near Okeana,Midnight sighting two witnesses near Okeana
1150,4731,Class A,1981-07-01 12:00:00+00:00,41.7164,-81.1438, A woman sitting on a bench in a park sees a large hairy creature behind a four foot wall staring at her,A woman sitting bench park sees large hairy creature behind four foot wall staring
1151,4760,Class A,2002-07-18 12:00:00+00:00,40.6445,-83.6118," Young man see's a ""huge hairy ape looking thing"" under a bridge on the Scioto River","Young man see's ""huge hairy ape looking thing"" bridge Scioto River"
1152,4762,Class A,2002-08-04 12:00:00+00:00,41.5325,-81.1351, Woman has two evening encounters twenty years apart,Woman two evening encounters twenty years apart
1153,4837,Class A,1976-11-01 12:00:00+00:00,41.81902,-80.58163, Rabbit hunter witness's a massive creature running through the woods,Rabbit hunter witness's massive creature running woods
1154,4951,Class A,1997-09-30 12:00:00+00:00,40.39103,-80.6937," Young hunter has sighting, accompanied by knocking sounds, near Wintersville","Young hunter sighting, accompanied knocking sounds, near Wintersville"
1155,4952,Class A,1988-12-31 12:00:00+00:00,40.2831,-80.78826, Evening sighting by ice fisherman near Friendship Lake,Evening sighting ice fisherman near Friendship Lake
1156,4953,Class A,1968-08-01 12:00:00+00:00,40.00915,-82.67252, Family has sighting on farm along Headleys Mill Road,Family sighting farm along Headleys Mill Road
1157,4959,Class A,1972-08-01 12:00:00+00:00,41.1174,-80.9835, Nightime sighting at a Lake Milton marina,Nightime sighting Lake Milton marina
1158,4964,Class A,1999-12-22 12:00:00+00:00,39.17257,-83.26393, Evening sighting by couple near Latham,Evening sighting couple near Latham
1159,4970,Class A,1977-05-18 12:00:00+00:00,39.70042,-84.62567, Case report about a sighting by a boy and local rumors about a bigfoot in area.,Case report sighting boy local rumors bigfoot area.
1160,4973,Class A,1998-09-01 12:00:00+00:00,40.61236,-82.48699, Tracks and vocalizations lead to sighting by trappers in Bellville area,Tracks vocalizations lead sighting trappers Bellville area
1161,4976,Class A,1990-10-01 12:00:00+00:00,38.83628,-83.12873," Witness has two sightings, ten years apart in Cut Rock area","Witness two sightings, ten years apart Cut Rock area"
1162,4977,Class A,1978-08-21 12:00:00+00:00,40.74451,-81.0758, Ron Schaffner case report,Ron Schaffner case report
1163,4978,Class A,2000-02-01 12:00:00+00:00,41.36755,-80.76735, Prints found following sighting near Mosquito Lake,Prints found following sighting near Mosquito Lake
1164,4983,Class A,1971-08-01 12:00:00+00:00,39.38745,-81.67339, Sighting and vocalizations at a home in Wayne National Forest,Sighting vocalizations home Wayne National Forest
1165,5030,Class A,1992-01-15 12:00:00+00:00,40.75872,-81.19895," Flap of sightings offers clues pointing to deer predation, similar to evidence found elsewhere in Ohio","Flap sightings offers clues pointing deer predation, similar evidence found elsewhere Ohio"
1166,5229,Class A,2004-06-25 12:00:00+00:00,38.79215,-82.93085, Man recalls seeing a strange bipedal animal during his one and only hunting trip,Man recalls seeing strange bipedal animal one hunting trip
1167,5267,Class A,1998-10-01 12:00:00+00:00,41.23638,-81.62379, Young teenager has two sightings less than two months apart in a ravine behind her home,Young teenager two sightings less two months apart ravine behind home
1168,5311,Class A,1983-05-01 12:00:00+00:00,40.04792,-83.5556, Large hairy creature and footprints seen along fence line on property with past activity,Large hairy creature footprints seen along fence line property past activity
1169,5333,Class A,2004-08-29 12:00:00+00:00,40.60787,-82.26236, Man recalls being picked up while child in Mohican Memorial Forest,Man recalls picked child Mohican Memorial Forest
1170,5977,Class A,2000-05-01 12:00:00+00:00,39.10611,-83.0363, A brief encounter with a light colored hair covered creature,A brief encounter light colored hair covered creature
1171,6062,Class A,1986-10-01 12:00:00+00:00,38.74899,-82.97854," Three teenagers witness a ""thing"" crouched on the road, stand up, take three quick steps, and jump over the reeds down a hill","Three teenagers witness ""thing"" crouched road, stand up, take three quick steps, jump reeds hill"
1172,6313,Class A,2003-05-11 12:00:00+00:00,39.64193,-82.1013, A family witness's a hairy humanlike face in the cars headlights while pulled off the side of the road,A family witness's hairy humanlike face cars headlights pulled side road
1173,6330,Class A,2003-05-01 12:00:00+00:00,41.03,-82.0101, A man standing on his back porch watches a large hair covered creature run down the railroad tracks and jump down into the brush,A man standing back porch watches large hair covered creature run railroad tracks jump brush
1174,6620,Class A,2001-07-16 12:00:00+00:00,40.68935,-80.57593," A man driving down the road witness's a 'huge"" creature walk across the road","A man driving road witness's 'huge"" creature walk across road"
1175,6722,Class A,2003-07-26 12:00:00+00:00,39.90416,-81.98721," Woman observes a sasquatch behind her fence near Zanesville, Ohio.","Woman observes sasquatch behind fence near Zanesville, Ohio."
1176,6804,Class A,1986-06-01 12:00:00+00:00,39.49695,-84.45905, Two ourtdoorsmen chased by a large bear like biped recount 25+ years of strange occurrences.,Two ourtdoorsmen chased large bear like biped recount 25+ years strange occurrences.
1177,6900,Class A,2001-11-01 12:00:00+00:00,40.77972,-80.64831, Ongoing accounts with a screaming ape-like creature,Ongoing accounts screaming ape-like creature
1178,7026,Class A,1963-07-01 12:00:00+00:00,40.85035,-82.29486, Three teenage boys witness an ape-like creature lope across a field into the woods,Three teenage boys witness ape-like creature lope across field woods
1179,7085,Class A,1990-07-01 12:00:00+00:00,39.3731,-81.65929, Three boys playing games witness a huge creature walking through their front yard,Three boys playing games witness huge creature walking front yard
1180,7133,Class A,1980-07-01 12:00:00+00:00,39.49265,-83.11422," Father, son and cousin enounter a large hair covered creature while wading through a creek","Father, son cousin enounter large hair covered creature wading creek"
1181,7220,Class A,1978-11-01 12:00:00+00:00,39.54739,-81.39101, A man relates a series of occurrences on the family farm involving an upright walking hair covered creature,A man relates series occurrences family farm involving upright walking hair covered creature
1182,7224,Class A,2003-10-10 12:00:00+00:00,41.13356,-81.17155," Ongoing Encounters with ""Fang"" on old family land","Ongoing Encounters ""Fang"" old family land"
1183,7425,Class A,1958-11-01 12:00:00+00:00,40.92276,-82.44401, A Teenager and His Dog Encounter an Ape-like Creature While Retrieving Their Trap Lines,A Teenager His Dog Encounter Ape-like Creature While Retrieving Their Trap Lines
1184,7431,Class A,1978-09-01 12:00:00+00:00,41.10765,-81.4311, Nine year old playing hide and seek comes face to face with a small ape-like creature,Nine year old playing hide seek comes face face small ape-like creature
1185,7436,Class A,2003-11-22 12:00:00+00:00,40.80725,-84.21719," ""Ape-like"" Face Appears in Window, Startles Woman at Computer","""Ape-like"" Face Appears Window, Startles Woman Computer"
1186,7718,Class A,2003-09-03 12:00:00+00:00,39.89172,-84.14493," Four teens camping hear grunting or snorting, observe creature walk from corn field into the woods","Four teens camping hear grunting snorting, observe creature walk corn field woods"
1187,7803,Class A,1980-07-01 12:00:00+00:00,39.4484,-82.2244, Three college students witness a large creature standing just off of the railroad tracks.,Three college students witness large creature standing railroad tracks.
1188,7932,Class A,2002-12-01 12:00:00+00:00,39.20212,-83.13585, A young hunter witness's a seven foot tall creature less than 25 feet away,A young hunter witness's seven foot tall creature less 25 feet away
1189,7936,Class A,2000-06-29 12:00:00+00:00,39.74107,-82.70263, Three people driving slow down to witness a dark biped walking toward the wood line near the Rock Mill Wildlife area,Three people driving slow witness dark biped walking toward wood line near Rock Mill Wildlife area
1190,7940,Class A,1980-08-25 12:00:00+00:00,38.54852,-82.66616," Bother and sister are followed by a brown, hairy creature walking on two legs","Bother sister followed brown, hairy creature walking two legs"
1191,7973,Class A,2001-09-25 12:00:00+00:00,41.06648,-81.96419, A young teen sees a hairy creature on the family farm while riding his bike.,A young teen sees hairy creature family farm riding bike.
1192,7995,Class A,2000-05-25 12:00:00+00:00,39.17029,-82.47604, Young teen is chased by a seven foot tall hairy creature,Young teen chased seven foot tall hairy creature
1193,8017,Class A,1987-10-01 12:00:00+00:00,39.14299,-82.41166," A family is shocked to see a large, hairy creature run across a forest road with a pack of dogs in pursuit","A family shocked see large, hairy creature run across forest road pack dogs pursuit"
1194,8042,Class A,1996-10-25 12:00:00+00:00,40.08946,-81.69818, Bowhunter turns around to see a creature staring at him almost motionless.,Bowhunter turns around see creature staring almost motionless.
1195,8236,Class A,1984-01-15 12:00:00+00:00,40.05998,-82.28814," Two girls witness a large, hair covered baboon like creature squatting in the middle of the road","Two girls witness large, hair covered baboon like creature squatting middle road"
1196,8394,Class A,1979-05-01 12:00:00+00:00,39.48219,-82.32669," Family has encounters with a large, hair covered creature just on the edge of Wayne National Forest","Family encounters large, hair covered creature edge Wayne National Forest"
1197,8406,Class A,1978-08-01 12:00:00+00:00,40.7343,-81.15622," Encounters with a hairy creature in the same area as the well known ""Minerva monster flap.""","Encounters hairy creature area well known ""Minerva monster flap."""
1198,8446,Class A,2004-03-25 12:00:00+00:00,40.6559,-83.9374, Three motorists have early morning road sighting near Hardin/Allen county line,Three motorists early morning road sighting near Hardin/Allen county line
1199,8494,Class A,1976-08-01 12:00:00+00:00,40.54605,-81.26217, A woman recounts her childhood sighting near Atwood Lake,A woman recounts childhood sighting near Atwood Lake
1200,8587,Class A,1976-09-01 12:00:00+00:00,41.02572,-81.77677," A childhood encounter just outside of Wadsworth, Ohio","A childhood encounter outside Wadsworth, Ohio"
1201,8778,Class A,2000-10-01 12:00:00+00:00,41.06019,-81.79669, A possible sighting of the River Styx monster crossing a small clearing,A possible sighting River Styx monster crossing small clearing
1202,8785,Class A,2004-05-01 12:00:00+00:00,40.42591,-80.6616, Family has series of experiences north of Steubenville off of State Route 213,Family series experiences north Steubenville State Route 213
1203,8836,Class A,1978-02-05 12:00:00+00:00,41.44442,-81.20629," Brothers have sighting in their backyard during the ""Blizzard of 1978.""","Brothers sighting backyard ""Blizzard 1978."""
1204,8944,Class A,1978-06-20 12:00:00+00:00,40.46339,-82.82576, Mini-bike rider has afternoon encounter near Fulton,Mini-bike rider afternoon encounter near Fulton
1205,9129,Class A,2004-08-07 12:00:00+00:00,41.42579,-80.89096, Man has close encounter very near the Grand River State Game Preserve,Man close encounter near Grand River State Game Preserve
1206,9188,Class A,2004-08-18 12:00:00+00:00,40.1218,-81.5117," While picnicking in early evening, a couple has sighting at Salt Fork State Park","While picnicking early evening, couple sighting Salt Fork State Park"
1207,9281,Class A,2004-08-17 12:00:00+00:00,39.92781,-81.61014, Man has an early morning sighting near Pleasant City,Man early morning sighting near Pleasant City
1208,9537,Class A,2002-08-15 12:00:00+00:00,40.5896,-82.82214, Two Motorists Have An Early Evening Sighting North of Mt. Gilead,Two Motorists Have An Early Evening Sighting North Mt. Gilead
1209,10330,Class A,2003-02-18 12:00:00+00:00,39.96627,-83.51394, Two motorists have a lengthy sighting along SR56 near the Madison and Clark County line.,Two motorists lengthy sighting along SR56 near Madison Clark County line.
1210,10729,Class A,1992-09-20 12:00:00+00:00,41.12012,-81.81317, Driver encounters an unknown hairy biped just outside of Medina.,Driver encounters unknown hairy biped outside Medina.
1211,10766,Class A,2005-02-24 12:00:00+00:00,41.57231,-81.22075, Motorist has a nighttime sighting just outside of Chardon.,Motorist nighttime sighting outside Chardon.
1212,10861,Class A,1976-07-15 12:00:00+00:00,40.26494,-83.0556, Teenagers wading down the Olentangy River at night have a sighting south of Delaware.,Teenagers wading Olentangy River night sighting south Delaware.
1213,10863,Class A,2005-01-13 12:00:00+00:00,40.50945,-82.87663, Two young men have a sighting while tending a campfire near Cardington.,Two young men sighting tending campfire near Cardington.
1214,10925,Class A,1991-02-24 12:00:00+00:00,38.60551,-82.71107, Four men have a sighting after vocalizations cause them to leave their campsite near Lake Vesuvius.,Four men sighting vocalizations cause leave campsite near Lake Vesuvius.
1215,11771,Class A,2005-05-30 12:00:00+00:00,40.71737,-81.18352, A young man hears vocals and has a sighting north of Malvern,A young man hears vocals sighting north Malvern
1216,14646,Class A,1987-05-15 12:00:00+00:00,40.08159,-83.0337, Fisherman Observes White Creature Swimming in Antrim Lake,Fisherman Observes White Creature Swimming Antrim Lake
1217,15885,Class A,1995-01-04 12:00:00+00:00,41.29621,-81.5745, Possible confrontation with hikers at night in Cuyahoga Valley National Park,Possible confrontation hikers night Cuyahoga Valley National Park
1218,23125,Class A,1998-07-01 12:00:00+00:00,41.05304,-80.51186, Large creature dragging a dead animal crosses road south of North Jackson,Large creature dragging dead animal crosses road south North Jackson
1219,24141,Class A,2003-05-15 12:00:00+00:00,40.10801,-81.56232, Large creature mistaken for roadkill stands up and runs on two legs near Salt Fork Lake State Park,Large creature mistaken roadkill stands runs two legs near Salt Fork Lake State Park
1220,25715,Class A,2005-09-14 12:00:00+00:00,41.2584,-81.56255, Man recalls early evening sighting near Brandywine Ski Resort,Man recalls early evening sighting near Brandywine Ski Resort
1221,25961,Class A,1986-07-27 12:00:00+00:00,38.81772,-83.80582, Young woman has close encounter at night outside of Georgetown,Young woman close encounter night outside Georgetown
1222,26369,Class A,2005-02-15 12:00:00+00:00,39.63662,-84.36874, Late night sighting by motorists north of Germantown,Late night sighting motorists north Germantown
1223,26709,Class A,2001-09-30 12:00:00+00:00,41.09087,-80.77592, Young man recalls encounter behind his house and close to the Meander Creek Reservoir,Young man recalls encounter behind house close Meander Creek Reservoir
1224,26997,Class A,1988-09-15 12:00:00+00:00,40.36831,-81.32809, Man recalls childhood observation of rock throwing near Urichsville,Man recalls childhood observation rock throwing near Urichsville
1225,27613,Class A,2009-08-12 12:00:00+00:00,40.95818,-80.97507, Woman recounts nighttime sighting of a small bigfoot outside her home near Beloit,Woman recounts nighttime sighting small bigfoot outside home near Beloit
1226,28820,Class A,1994-02-12 12:00:00+00:00,41.15384,-81.1124, Man recounts sighting from his teens near Edinburg,Man recounts sighting teens near Edinburg
1227,28912,Class A,2011-02-22 12:00:00+00:00,38.9264,-82.14285, Motorist traveling near the Ohio River has bigfoot sighting outside Chesire,Motorist traveling near Ohio River bigfoot sighting outside Chesire
1228,29158,Class A,2008-06-20 12:00:00+00:00,40.47672,-81.39331, Evening sighting at a cornfield near New Philadelphia,Evening sighting cornfield near New Philadelphia
1229,30035,Class A,2011-07-15 12:00:00+00:00,41.81287,-80.95952, Man describes his dusk sighting near Geneva,Man describes dusk sighting near Geneva
1230,31852,Class A,2011-06-04 12:00:00+00:00,41.23739,-81.60576, Daylight sighting behind a home in Cuyahoga National Park,Daylight sighting behind home Cuyahoga National Park
1231,33014,Class A,1973-08-30 12:00:00+00:00,40.63606,-80.53528, Memory told of a daylight sightling while walking down railroad tracks near East Liverpool,Memory told daylight sightling walking railroad tracks near East Liverpool
1232,33979,Class A,2009-02-06 12:00:00+00:00,40.04342,-84.04518, Witness has numerous encounters and collects physical evidence over a seven month period near Christianburg,Witness numerous encounters collects physical evidence seven month period near Christianburg
1233,36830,Class A,2012-06-28 12:00:00+00:00,40.61286,-82.17295," Multiple witnesses watch figure cross road near Nashville, Ohio","Multiple witnesses watch figure cross road near Nashville, Ohio"
1234,39158,Class A,2004-07-01 12:00:00+00:00,41.5621,-81.22853, Recollection of a daylight sighting while riding mini-bikes near Chardon,Recollection daylight sighting riding mini-bikes near Chardon
1235,39360,Class A,2012-06-21 12:00:00+00:00,40.61286,-82.17295, Late night road crossing on SR 39 west of Nashville,Late night road crossing SR 39 west Nashville
1236,41232,Class A,2013-05-05 12:00:00+00:00,40.10348,-81.50933, Sighting of two animals walking a ridge line in Salt Fork State Park,Sighting two animals walking ridge line Salt Fork State Park
1237,42745,Class A,2011-09-09 12:00:00+00:00,40.79438,-81.31219, Strange occurrences outside a home lead to a daylight sighting by a father and son near East Canton,Strange occurrences outside home lead daylight sighting father son near East Canton
1238,45215,Class A,2014-05-23 12:00:00+00:00,40.01983,-81.07013, Series of Bigfoot sightings at a cabin outside of Bethesda,Series Bigfoot sightings cabin outside Bethesda
1239,46635,Class A,2015-01-22 12:00:00+00:00,39.13595,-84.17227, Father and son have multiple encounters outside Cincinnati,Father son multiple encounters outside Cincinnati
1240,49813,Class A,1985-08-15 12:00:00+00:00,41.40985,-82.11172," Woman remembers being shocked to see a running, hairy biped in her backyard in Elyria","Woman remembers shocked see running, hairy biped backyard Elyria"
1241,742,Class A,1992-06-17 12:00:00+00:00,34.29861,-96.30222, Boys have early morning encounter at watermelon patch off road,Boys early morning encounter watermelon patch road
1242,1296,Class A,1997-09-28 12:00:00+00:00,35.70166,-95.70208, A geologist witnesses a reddish-brown animal hanging from a low branch over the bridge on the opposite bank of the creek from him.,A geologist witnesses reddish-brown animal hanging low branch bridge opposite bank creek him.
1243,1297,Class A,1997-07-15 12:00:00+00:00,33.89444,-96.75361, Man and his mother witness a Sasquatch while walking in the woods.,Man mother witness Sasquatch walking woods.
1244,1298,Class A,1997-07-07 12:00:00+00:00,35.74111,-97.479, Morning road crossing sighting near the town of Edmond.,Morning road crossing sighting near town Edmond.
1245,1299,Class A,2000-01-28 12:00:00+00:00,34.39639,-95.01167," Sighting by logger, Recent incidents near a rural home.","Sighting logger, Recent incidents near rural home."
1246,1302,Class A,2000-07-01 12:00:00+00:00,34.44333,-94.65639, Brief sighting by a fisherman ; Tracks found ; Report from investigators.,Brief sighting fisherman ; Tracks found ; Report investigators.
1247,1305,Class A,1992-03-01 12:00:00+00:00,34.9575,-98.31556, Creature observed running across the road.,Creature observed running across road.
